reformEventId,canonicalActorId,issueCode,comparisonGroup,matchingVariables,prePeriodStart,prePeriodEnd,postPeriodStart,postPeriodEnd,matchScore,exclusionReason,reviewStatus,notes
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,lda-fue,treated_hloga_lda_client,official LDA API exact normalized client-name match; visible-lobbying pre/post rows observed; comparison/control assignment remains unresolved,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.8000,,reviewed_treated_visible_lobbying_prepost,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; treated visible-lobbying assignment comes from official LDA API pre/post rows matched by exact normalized client name; matched comparison/control actors are still required before estimation"
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,lda-hom,treated_hloga_lda_client,official LDA API exact normalized client-name match; visible-lobbying pre/post rows observed; comparison/control assignment remains unresolved,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.8000,,reviewed_treated_visible_lobbying_prepost,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; treated visible-lobbying assignment comes from official LDA API pre/post rows matched by exact normalized client name; matched comparison/control actors are still required before estimation"
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,lda-lbr,treated_hloga_lda_client,official LDA API exact normalized client-name match; visible-lobbying pre/post rows observed; comparison/control assignment remains unresolved,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.8000,,reviewed_treated_visible_lobbying_prepost,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; treated visible-lobbying assignment comes from official LDA API pre/post rows matched by exact normalized client name; matched comparison/control actors are still required before estimation"
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,lda-mar,treated_hloga_lda_client,official LDA API exact normalized client-name match; visible-lobbying pre/post rows observed; comparison/control assignment remains unresolved,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.8000,,reviewed_treated_visible_lobbying_prepost,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; treated visible-lobbying assignment comes from official LDA API pre/post rows matched by exact normalized client name; matched comparison/control actors are still required before estimation"
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,lda-tax,treated_hloga_lda_client,official LDA API exact normalized client-name match; visible-lobbying pre/post rows observed; comparison/control assignment remains unresolved,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.8000,,reviewed_treated_visible_lobbying_prepost,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; treated visible-lobbying assignment comes from official LDA API pre/post rows matched by exact normalized client name; matched comparison/control actors are still required before estimation"
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,lda-trd,treated_hloga_lda_client,official LDA API exact normalized client-name match; visible-lobbying pre/post rows observed; comparison/control assignment remains unresolved,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.8000,,reviewed_treated_visible_lobbying_prepost,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; treated visible-lobbying assignment comes from official LDA API pre/post rows matched by exact normalized client name; matched comparison/control actors are still required before estimation"
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,lda-uns,treated_hloga_lda_client,official LDA API exact normalized client-name match; visible-lobbying pre/post rows observed; comparison/control assignment remains unresolved,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.8000,,reviewed_treated_visible_lobbying_prepost,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; treated visible-lobbying assignment comes from official LDA API pre/post rows matched by exact normalized client name; matched comparison/control actors are still required before estimation"
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; Official LDA API; venues=intermediary; opaque_nonprofit_or_dark_money; visible_lobbying,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-b905d6833296,reviewed-energy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; Official LDA API; venues=intermediary; opaque_nonprofit_or_dark_money; visible_lobbying,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-9de92054c1b8,reviewed-technology,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-7ceee4e987b3,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-2c073e1ecc1a,reviewed-finance,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-7e3f9823f3f5,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-b873bf167c67,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-9039fe1ea797,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-c1c2795ce560,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-ea303ec8846e,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-4af010acb4b3,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-77accfaa0bcd,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-cc2a68ba0311,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-fba332bc61b2,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-c2fcf52f0ceb,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-608f24d79298,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-df0f451e17e2,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-93c782efa823,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-84effb0861b8,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-bf64b0ba1a39,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-20dbf0df1a79,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-7ed407902b64,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-b99c6fc4db9d,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-baf59616285d,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-d4262e54f05c,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-d4262e54f05c,reviewed-energy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-c9b97e952b8b,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-2df60d908f06,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-1925086c2ba6,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-b66c8e22c7c0,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-bef67e10aa24,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-4035025bebbd,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-17e92f3fbf8d,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-f8ea5de6c801,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-7238d4657623,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-599c0eb0b0ca,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-18a5b8ba6f7b,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-cf5688bdbffd,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-547a380adc5e,reviewed-procurement,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
hloga-2007-federal-lobbying-disclosure,cand-a9c9a1deb5f8,reviewed-democracy,excluded_no_observed_prepost_window,reviewed exact-ID source systems=IRS/ProPublica dark-money bridge; Intermediary bridge; venues=intermediary; opaque_nonprofit_or_dark_money,2006-01-01,2007-09-13,2007-09-14,2008-12-31,0.9500,observed_prepost_outcome_rows_missing,reviewed_actor_excluded_from_estimation_panel,"reviewed exact-identifier slice from cross-venue adjudication; broader source-product, source-readiness, and calibrated policy-simulation gates remain blocked until row-count, issue-comparability, false-match, and observed pre/post comparison requirements pass; not assigned to treated or comparison group"
